,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_101,2024-07-10 15:45:06,3,distance,cathedral,numerosity_judgement,1,0,6,countries_forward,"['_Sudan_', '_Yemen_', '_Oman_', '_Tonga_', '_Belgium_', '_Peru_']","['m', 'm', 'f', 'f', 'f', 'f']","['p307', 'p256', 'p248', 'p284', 'p245', 'p268']","[2, 7, 3, 0, 4, 10]","[87.57049330475357, 91.73820004985969, 89.14911522239515, 84.40078082039426, 89.31368318402099, 93.00003341222717]",3.0,False,6.333333333333333,3.6147844564602556,41.62216544151306,0.765531721711497
0,,sub_101,2024-07-10 15:45:12,3,distance,cathedral,numerosity_judgement,1,1,5,countries_forward,"['_Togo_', '_Belgium_', '_Cuba_', '_Mali_', '_Britain_']","['m', 'm', 'm', 'm', 'f']","['p318', 'p307', 'p229', 'p256', 'p248']","[2, 4, 1, 10, 9]","[87.57049330475357, 89.31368318402099, 86.2038576498559, 93.00003341222717, 92.00610777531934]",3.0,False,7.2,4.08656334834051,3.624753475189209,0.8491658154579503
0,,sub_101,2024-07-10 15:45:16,3,distance,cathedral,numerosity_judgement,1,2,3,countries_forward,"['_Togo_', '_Yemen_', '_Congo_']","['m', 'f', 'm']","['p307', 'p245', 'p256']","[3, 0, 6]","[89.14911522239515, 84.40078082039426, 91.58892582949886]",2.0,False,5.0,3.0,2.2498481273651123,0.8104868913857678
0,,sub_101,2024-07-10 15:45:19,3,distance,cathedral,numerosity_judgement,1,3,2,countries_forward,"['_Congo_', '_Yemen_']","['m', 'm']","['p307', 'p318']","[6, 7]","[91.58892582949886, 91.73820004985969]",2.0,True,8.5,0.7071067811865476,1.6873250007629395,0.7260696856202474
0,,sub_101,2024-07-10 15:45:22,3,distance,cathedral,numerosity_judgement,1,4,4,countries_forward,"['_Syria_', '_Cuba_', '_Japan_', '_Yemen_']","['m', 'f', 'm', 'f']","['p229', 'p284', 'p318', 'p248']","[8, 10, 5, 3]","[92.0152836843556, 93.00003341222717, 90.34149293193902, 89.14911522239515]",3.0,False,8.5,3.1091263510296048,1.7498807907104492,0.8313017818635796
0,,sub_101,2024-07-10 15:45:27,3,distance,cathedral,numerosity_judgement,1,5,6,countries_forward,"['_Cuba_', '_Congo_', '_Togo_', '_Yemen_', '_Mali_', '_Peru_']","['m', 'f', 'f', 'f', 'm', 'f']","['p307', 'p245', 'p268', 'p248', 'p256', 'p284']","[4, 2, 10, 3, 6, 8]","[89.31368318402099, 87.57049330475357, 93.00003341222717, 89.14911522239515, 91.58892582949886, 92.0152836843556]",3.0,False,7.5,3.082207001484488,2.9997973442077637,0.721632050845534
0,,sub_101,2024-07-10 15:45:31,3,distance,cathedral,numerosity_judgement,1,6,3,countries_forward,"['_Belgium_', '_Britain_', '_Syria_']","['m', 'f', 'f']","['p318', 'p268', 'p284']","[6, 2, 1]","[91.58892582949886, 87.57049330475357, 86.2038576498559]",2.0,False,5.0,2.6457513110645907,2.5623257160186768,0.9452162070139598
0,,sub_101,2024-07-10 15:45:34,3,distance,cathedral,numerosity_judgement,1,7,2,countries_forward,"['_Tonga_', '_Cuba_']","['m', 'f']","['p229', 'p248']","[3, 2]","[89.14911522239515, 87.57049330475357]",2.0,True,4.5,0.7071067811865476,1.249908685684204,0.8066053796390875
0,,sub_101,2024-07-10 15:45:37,3,distance,cathedral,numerosity_judgement,1,8,4,countries_forward,"['_Cuba_', '_Yemen_', '_Congo_', '_Oman_']","['m', 'f', 'f', 'f']","['p307', 'p268', 'p245', 'p248']","[7, 8, 4, 3]","[91.73820004985969, 92.0152836843556, 89.31368318402099, 89.14911522239515]",3.0,False,7.5,2.3804761428476167,1.5623931884765625,0.629043241402792
0,,sub_101,2024-07-10 15:45:41,3,distance,cathedral,numerosity_judgement,1,9,5,countries_forward,"['_Cuba_', '_Congo_', '_Oman_', '_Peru_', '_Sudan_']","['f', 'm', 'f', 'm', 'm']","['p268', 'p229', 'p245', 'p307', 'p318']","[3, 10, 9, 8, 5]","[89.14911522239515, 93.00003341222717, 92.00610777531934, 92.0152836843556, 90.34149293193902]",3.0,False,9.0,2.9154759474226504,1.8748726844787598,0.7561116785835887
0,,sub_101,2024-07-10 15:45:45,3,distance,cathedral,numerosity_judgement,1,10,2,countries_forward,"['_Yemen_', '_Mali_']","['f', 'f']","['p245', 'p248']","[1, 10]","[86.2038576498559, 93.00003341222717]",2.0,True,7.5,6.363961030678928,1.9998643398284912,0.7477017364657814
0,,sub_101,2024-07-10 15:45:49,3,distance,cathedral,numerosity_judgement,1,11,3,countries_forward,"['_Yemen_', '_Belgium_', '_Sudan_']","['m', 'm', 'm']","['p318', 'p229', 'p307']","[3, 2, 8]","[89.14911522239515, 87.57049330475357, 92.0152836843556]",2.0,False,6.333333333333333,3.2145502536643185,3.24977970123291,0.8669731018045624
0,,sub_101,2024-07-10 15:45:53,3,distance,cathedral,numerosity_judgement,1,12,6,countries_forward,"['_Belgium_', '_Sudan_', '_Cuba_', '_Oman_', '_Tonga_', '_Syria_']","['m', 'f', 'm', 'm', 'f', 'm']","['p318', 'p268', 'p229', 'p307', 'p248', 'p256']","[4, 9, 0, 2, 6, 5]","[89.31368318402099, 92.00610777531934, 84.40078082039426, 87.57049330475357, 91.58892582949886, 90.34149293193902]",3.0,False,6.333333333333333,3.141125063837266,1.8748724460601807,0.9350130518669844
0,,sub_101,2024-07-10 15:45:57,3,distance,cathedral,numerosity_judgement,1,13,5,countries_forward,"['_Oman_', '_Peru_', '_Mali_', '_Yemen_', '_Belgium_']","['f', 'f', 'm', 'm', 'f']","['p248', 'p284', 'p307', 'p256', 'p268']","[6, 7, 5, 10, 8]","[91.58892582949886, 91.73820004985969, 90.34149293193902, 93.00003341222717, 92.0152836843556]",3.0,False,9.2,1.9235384061671346,1.3749067783355713,0.6961298377028714
0,,sub_101,2024-07-10 15:46:00,3,distance,cathedral,numerosity_judgement,1,14,4,countries_forward,"['_Oman_', '_Mali_', '_Yemen_', '_Britain_']","['f', 'f', 'm', 'f']","['p248', 'p268', 'p256', 'p245']","[3, 6, 9, 7]","[89.14911522239515, 91.58892582949886, 92.00610777531934, 91.73820004985969]",3.0,False,8.25,2.5,1.7498815059661865,0.6700034048348655
0,,sub_101,2024-07-10 15:46:04,3,distance,cathedral,numerosity_judgement,1,15,2,countries_forward,"['_Yemen_', '_Congo_']","['m', 'm']","['p256', 'p229']","[5, 1]","[90.34149293193902, 86.2038576498559]",2.0,True,5.0,2.8284271247461903,2.06235933303833,0.6832255135625922
0,,sub_101,2024-07-10 15:46:07,3,distance,cathedral,numerosity_judgement,1,16,6,countries_forward,"['_Congo_', '_Cuba_', '_Tonga_', '_Britain_', '_Peru_', '_Mali_']","['m', 'm', 'f', 'f', 'm', 'm']","['p229', 'p307', 'p248', 'p268', 'p318', 'p256']","[5, 7, 4, 8, 0, 1]","[90.34149293193902, 91.73820004985969, 89.31368318402099, 92.0152836843556, 84.40078082039426, 86.2038576498559]",3.0,False,6.166666666666667,3.188521078284832,1.3123466968536377,0.7363863352627398
0,,sub_101,2024-07-10 15:46:11,3,distance,cathedral,numerosity_judgement,1,17,5,countries_forward,"['_Syria_', '_Mali_', '_Cuba_', '_Japan_', '_Yemen_']","['f', 'm', 'm', 'f', 'm']","['p248', 'p318', 'p256', 'p268', 'p307']","[1, 4, 9, 3, 0]","[86.2038576498559, 89.31368318402099, 92.00610777531934, 89.14911522239515, 84.40078082039426]",3.0,False,5.4,3.5071355833500366,2.1248538494110107,0.8955283168766315
0,,sub_101,2024-07-10 15:46:15,3,distance,cathedral,numerosity_judgement,1,18,4,countries_forward,"['_Britain_', '_Oman_', '_Japan_', '_Yemen_']","['m', 'm', 'm', 'm']","['p318', 'p256', 'p307', 'p229']","[5, 8, 3, 9]","[90.34149293193902, 92.0152836843556, 89.14911522239515, 92.00610777531934]",2.0,False,8.25,2.753785273643051,2.05029296875,0.7369084099421178
0,,sub_101,2024-07-10 15:46:18,3,distance,cathedral,numerosity_judgement,1,19,3,countries_forward,"['_Japan_', '_Syria_', '_Mali_']","['m', 'm', 'f']","['p229', 'p256', 'p245']","[0, 3, 10]","[84.40078082039426, 89.14911522239515, 93.00003341222717]",3.0,True,6.333333333333333,5.131601439446884,1.7498807907104492,0.8845874475087958
0,,sub_101,2024-07-10 15:46:22,3,distance,cathedral,numerosity_judgement,1,20,4,countries_forward,"['_Cuba_', '_Britain_', '_Peru_', '_Belgium_']","['m', 'f', 'f', 'm']","['p318', 'p245', 'p248', 'p256']","[7, 2, 5, 6]","[91.73820004985969, 87.57049330475357, 90.34149293193902, 91.58892582949886]",3.0,False,7.0,2.160246899469287,1.9373679161071777,0.8557484961979344
0,,sub_101,2024-07-10 15:46:26,3,distance,cathedral,numerosity_judgement,1,21,5,countries_forward,"['_Sudan_', '_Togo_', '_Britain_', '_Oman_', '_Cuba_']","['m', 'm', 'f', 'f', 'f']","['p256', 'p307', 'p284', 'p268', 'p245']","[4, 10, 8, 3, 6]","[89.31368318402099, 93.00003341222717, 92.0152836843556, 89.14911522239515, 91.58892582949886]",3.0,False,8.2,2.8635642126552705,1.4998977184295654,0.790160027238679
0,,sub_101,2024-07-10 15:46:29,3,distance,cathedral,numerosity_judgement,1,22,3,countries_forward,"['_Oman_', '_Mali_', '_Belgium_']","['m', 'm', 'f']","['p256', 'p307', 'p284']","[6, 5, 8]","[91.58892582949886, 90.34149293193902, 92.0152836843556]",2.0,False,8.333333333333334,1.5275252316519468,2.0623581409454346,0.7623425263874702
0,,sub_101,2024-07-10 15:48:28,3,distance,cathedral,numerosity_judgement,1,23,2,countries_forward,"['_Oman_', '_Yemen_']","['m', 'f']","['p307', 'p268']","[5, 6]","[90.34149293193902, 91.58892582949886]",2.0,True,7.5,0.7071067811865476,117.67948484420776,0.6137328339575531
0,,sub_101,2024-07-10 15:48:32,3,distance,cathedral,numerosity_judgement,1,24,6,countries_forward,"['_Peru_', '_Sudan_', '_Britain_', '_Togo_', '_Congo_', '_Mali_']","['m', 'm', 'm', 'f', 'f', 'f']","['p229', 'p256', 'p307', 'p248', 'p284', 'p245']","[5, 2, 8, 1, 3, 6]","[90.34149293193902, 87.57049330475357, 92.0152836843556, 86.2038576498559, 89.14911522239515, 91.58892582949886]",3.0,False,6.166666666666667,2.6394443859772205,1.999863862991333,0.89812734082397
0,,sub_101,2024-07-10 15:48:36,3,distance,cathedral,numerosity_judgement,1,25,3,countries_forward,"['_Cuba_', '_Oman_', '_Peru_']","['m', 'f', 'm']","['p307', 'p284', 'p229']","[7, 4, 8]","[91.73820004985969, 89.31368318402099, 92.0152836843556]",2.0,False,8.333333333333334,2.0816659994661326,1.8123672008514404,0.7465554420610601
0,,sub_101,2024-07-10 15:48:39,3,distance,cathedral,numerosity_judgement,1,26,2,countries_forward,"['_Mali_', '_Oman_']","['m', 'm']","['p307', 'p256']","[5, 7]","[90.34149293193902, 91.73820004985969]",2.0,True,8.0,1.4142135623730951,1.4998984336853027,0.5621949835432981
0,,sub_101,2024-07-10 15:48:42,3,distance,cathedral,numerosity_judgement,1,27,4,countries_forward,"['_Syria_', '_Togo_', '_Cuba_', '_Mali_']","['m', 'f', 'f', 'm']","['p229', 'p248', 'p284', 'p318']","[1, 2, 4, 5]","[86.2038576498559, 87.57049330475357, 89.31368318402099, 90.34149293193902]",3.0,False,5.0,1.8257418583505538,1.624889612197876,0.9583248212461696
