,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_120,2024-07-25 14:54:15,3,distance,cathedral,numerosity_judgement,1,0,3,countries_forward,"['_Mali_', '_Tonga_', '_Cuba_']","['m', 'm', 'f']","['p318', 'p307', 'p248']","[0, 5, 4]","[84.40078082039426, 90.34149293193902, 89.31368318402099]",2.0,False,5.0,2.6457513110645907,2.1827595233917236,0.8267733514924526
0,,sub_120,2024-07-25 14:56:12,3,distance,cathedral,numerosity_judgement,1,1,2,countries_forward,"['_Yemen_', '_Japan_']","['m', 'm']","['p256', 'p229']","[6, 1]","[91.58892582949886, 86.2038576498559]",2.0,True,5.5,3.5355339059327378,115.5084240436554,0.8175122006582681
0,,sub_120,2024-07-25 14:56:16,3,distance,cathedral,numerosity_judgement,1,2,5,countries_forward,"['_Belgium_', '_Japan_', '_Oman_', '_Mali_', '_Togo_']","['m', 'm', 'f', 'm', 'f']","['p307', 'p256', 'p245', 'p229', 'p268']","[9, 4, 2, 10, 7]","[92.00610777531934, 89.31368318402099, 87.57049330475357, 93.00003341222717, 91.73820004985969]",3.0,False,8.4,3.361547262794322,2.8748300075531006,0.7535467029849052
0,,sub_120,2024-07-25 14:56:22,3,distance,cathedral,numerosity_judgement,1,3,4,countries_forward,"['_Britain_', '_Tonga_', '_Mali_', '_Belgium_']","['m', 'f', 'f', 'm']","['p256', 'p248', 'p268', 'p229']","[0, 9, 5, 10]","[84.40078082039426, 92.00610777531934, 90.34149293193902, 93.00003341222717]",3.0,False,8.0,4.546060565661952,4.381909132003784,0.9059471115650892
0,,sub_120,2024-07-25 14:56:28,3,distance,cathedral,numerosity_judgement,1,4,6,countries_forward,"['_Togo_', '_Cuba_', '_Britain_', '_Yemen_', '_Peru_', '_Mali_']","['m', 'f', 'f', 'm', 'm', 'm']","['p229', 'p268', 'p248', 'p256', 'p318', 'p307']","[0, 3, 7, 5, 10, 4]","[84.40078082039426, 89.14911522239515, 91.73820004985969, 90.34149293193902, 93.00003341222717, 89.31368318402099]",2.0,False,6.833333333333333,3.4302575219167823,2.9369122982025146,0.7446146861877199
0,,sub_120,2024-07-25 14:56:33,3,distance,cathedral,numerosity_judgement,1,5,5,countries_forward,"['_Oman_', '_Syria_', '_Congo_', '_Cuba_', '_Belgium_']","['m', 'm', 'f', 'f', 'f']","['p256', 'p318', 'p248', 'p245', 'p284']","[3, 8, 0, 9, 10]","[89.14911522239515, 92.0152836843556, 84.40078082039426, 92.00610777531934, 93.00003341222717]",3.0,False,8.0,4.301162633521313,3.8758187294006348,0.8747928725456815
0,,sub_120,2024-07-25 14:56:38,3,distance,cathedral,numerosity_judgement,1,6,4,countries_forward,"['_Belgium_', '_Cuba_', '_Syria_', '_Peru_']","['m', 'f', 'f', 'f']","['p229', 'p245', 'p284', 'p248']","[1, 6, 8, 7]","[86.2038576498559, 91.58892582949886, 92.0152836843556, 91.73820004985969]",2.0,False,7.5,3.1091263510296048,3.0586628913879395,0.8736352286914084
0,,sub_120,2024-07-25 14:56:43,3,distance,cathedral,numerosity_judgement,1,7,6,countries_forward,"['_Cuba_', '_Congo_', '_Togo_', '_Yemen_', '_Mali_', '_Peru_']","['m', 'f', 'f', 'f', 'm', 'f']","['p307', 'p245', 'p268', 'p248', 'p256', 'p284']","[4, 2, 10, 3, 6, 8]","[89.31368318402099, 87.57049330475357, 93.00003341222717, 89.14911522239515, 91.58892582949886, 92.0152836843556]",3.0,False,7.5,3.082207001484488,2.9354054927825928,0.721632050845534
0,,sub_120,2024-07-25 14:56:47,3,distance,cathedral,numerosity_judgement,1,8,3,countries_forward,"['_Congo_', '_Sudan_', '_Togo_']","['f', 'f', 'm']","['p248', 'p245', 'p318']","[5, 1, 3]","[90.34149293193902, 86.2038576498559, 89.14911522239515]",2.0,False,5.0,2.0,2.3749077320098877,0.9179434797412326
0,,sub_120,2024-07-25 14:56:50,3,distance,cathedral,numerosity_judgement,1,9,2,countries_forward,"['_Syria_', '_Sudan_']","['f', 'f']","['p284', 'p245']","[6, 4]","[91.58892582949886, 89.31368318402099]",2.0,True,7.0,1.4142135623730951,1.8124830722808838,0.9564975598683464
