,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_113,2024-07-17 15:35:22,3,distance,cathedral,numerosity_judgement,1,0,5,countries_forward,"['_Oman_', '_Tonga_', '_Japan_', '_Peru_', '_Yemen_']","['f', 'm', 'm', 'm', 'f']","['p268', 'p307', 'p256', 'p229', 'p248']","[8, 3, 7, 1, 5]","[92.0152836843556, 89.14911522239515, 91.73820004985969, 86.2038576498559, 90.34149293193902]",3.0,False,6.8,2.863564212655271,4.1256396770477295,0.7620701395982294
0,,sub_113,2024-07-17 15:35:26,3,distance,cathedral,numerosity_judgement,1,1,3,countries_forward,"['_Peru_', '_Congo_', '_Mali_']","['m', 'f', 'f']","['p307', 'p284', 'p248']","[10, 0, 2]","[93.00003341222717, 84.40078082039426, 87.57049330475357]",3.0,True,6.0,5.291502622129181,2.9347565174102783,0.8386789240721825
0,,sub_113,2024-07-17 15:35:29,3,distance,cathedral,numerosity_judgement,1,2,2,countries_forward,"['_Congo_', '_Yemen_']","['m', 'm']","['p229', 'p256']","[4, 7]","[89.31368318402099, 91.73820004985969]",2.0,True,7.5,2.1213203435596424,1.7987685203552246,0.6806037907161503
0,,sub_113,2024-07-17 15:35:35,3,distance,cathedral,numerosity_judgement,1,3,6,countries_forward,"['_Yemen_', '_Tonga_', '_Peru_', '_Sudan_', '_Oman_', '_Syria_']","['m', 'f', 'm', 'm', 'm', 'f']","['p307', 'p268', 'p318', 'p229', 'p256', 'p248']","[2, 3, 6, 1, 4, 5]","[87.57049330475357, 89.14911522239515, 91.58892582949886, 86.2038576498559, 89.31368318402099, 90.34149293193902]",3.0,False,5.5,1.8708286933869707,3.500021457672119,0.8378617637044603
0,,sub_113,2024-07-17 15:35:40,3,distance,cathedral,numerosity_judgement,1,4,4,countries_forward,"['_Yemen_', '_Peru_', '_Britain_', '_Togo_']","['f', 'f', 'm', 'm']","['p248', 'p268', 'p256', 'p229']","[10, 6, 3, 1]","[93.00003341222717, 91.58892582949886, 89.14911522239515, 86.2038576498559]",3.0,False,7.0,3.9157800414902435,3.0008835792541504,0.7622517307910567
0,,sub_113,2024-07-17 15:35:52,3,distance,cathedral,numerosity_judgement,1,5,3,countries_forward,"['_Togo_', '_Congo_', '_Oman_']","['f', 'f', 'm']","['p284', 'p245', 'p307']","[2, 4, 6]","[87.57049330475357, 89.31368318402099, 91.58892582949886]",2.0,False,6.0,2.0,10.359236001968384,0.7506298944501192
0,,sub_113,2024-07-17 15:35:56,3,distance,cathedral,numerosity_judgement,1,6,6,countries_forward,"['_Yemen_', '_Tonga_', '_Mali_', '_Cuba_', '_Togo_', '_Congo_']","['m', 'f', 'f', 'm', 'm', 'f']","['p318', 'p268', 'p248', 'p307', 'p256', 'p245']","[5, 3, 10, 7, 2, 4]","[90.34149293193902, 89.14911522239515, 93.00003341222717, 91.73820004985969, 87.57049330475357, 89.31368318402099]",2.0,False,7.166666666666667,2.9268868558020253,2.3123390674591064,0.6946544092611509
0,,sub_113,2024-07-17 15:36:00,3,distance,cathedral,numerosity_judgement,1,7,5,countries_forward,"['_Britain_', '_Cuba_', '_Peru_', '_Tonga_', '_Togo_']","['m', 'm', 'f', 'm', 'f']","['p256', 'p318', 'p248', 'p229', 'p268']","[8, 6, 0, 10, 5]","[92.0152836843556, 91.58892582949886, 84.40078082039426, 93.00003341222717, 90.34149293193902]",3.0,False,7.8,3.7682887362833544,1.5630102157592773,0.8240948813982522
0,,sub_113,2024-07-17 15:36:03,3,distance,cathedral,numerosity_judgement,1,8,4,countries_forward,"['_Mali_', '_Tonga_', '_Britain_', '_Peru_']","['f', 'f', 'm', 'm']","['p284', 'p245', 'p307', 'p256']","[8, 3, 10, 4]","[92.0152836843556, 89.14911522239515, 93.00003341222717, 89.31368318402099]",4.0,True,8.25,3.304037933599835,2.001338481903076,0.788922937237544
0,,sub_113,2024-07-17 15:36:07,3,distance,cathedral,numerosity_judgement,1,9,2,countries_forward,"['_Yemen_', '_Cuba_']","['f', 'f']","['p284', 'p268']","[8, 6]","[92.0152836843556, 91.58892582949886]",2.0,True,9.0,1.4142135623730951,2.499825954437256,0.6411190557257973
0,,sub_113,2024-07-17 15:36:12,3,distance,cathedral,numerosity_judgement,1,10,4,countries_forward,"['_Yemen_', '_Oman_', '_Cuba_', '_Peru_']","['f', 'f', 'm', 'm']","['p248', 'p268', 'p318', 'p307']","[10, 8, 4, 6]","[93.00003341222717, 92.0152836843556, 89.31368318402099, 91.58892582949886]",3.0,False,9.0,2.581988897471611,2.874817132949829,0.7426171830666213
0,,sub_113,2024-07-17 15:36:16,3,distance,cathedral,numerosity_judgement,1,11,5,countries_forward,"['_Peru_', '_Oman_', '_Yemen_', '_Syria_', '_Mali_']","['f', 'm', 'f', 'f', 'f']","['p245', 'p307', 'p284', 'p248', 'p268']","[6, 4, 10, 3, 1]","[91.58892582949886, 89.31368318402099, 93.00003341222717, 89.14911522239515, 86.2038576498559]",3.0,False,6.8,3.420526275297414,2.562321901321411,0.7967313585291114
0,,sub_113,2024-07-17 15:36:21,3,distance,cathedral,numerosity_judgement,1,12,3,countries_forward,"['_Britain_', '_Peru_', '_Oman_']","['m', 'm', 'm']","['p307', 'p318', 'p229']","[10, 4, 3]","[93.00003341222717, 89.31368318402099, 89.14911522239515]",2.0,False,7.666666666666667,3.7859388972001824,3.063598155975342,0.6836681420951084
0,,sub_113,2024-07-17 15:36:25,3,distance,cathedral,numerosity_judgement,1,13,6,countries_forward,"['_Congo_', '_Oman_', '_Tonga_', '_Cuba_', '_Togo_', '_Belgium_']","['m', 'm', 'm', 'm', 'f', 'f']","['p256', 'p307', 'p318', 'p229', 'p245', 'p248']","[4, 3, 7, 10, 8, 0]","[89.31368318402099, 89.14911522239515, 91.73820004985969, 93.00003341222717, 92.0152836843556, 84.40078082039426]",4.0,False,7.333333333333333,3.669695718539436,1.9416847229003906,0.7491658154579502
0,,sub_113,2024-07-17 15:36:29,3,distance,cathedral,numerosity_judgement,1,14,2,countries_forward,"['_Sudan_', '_Tonga_']","['f', 'f']","['p268', 'p245']","[9, 2]","[92.00610777531934, 87.57049330475357]",2.0,True,7.5,4.949747468305833,2.1717898845672607,0.9627738054704348
0,,sub_113,2024-07-17 15:36:32,3,distance,cathedral,numerosity_judgement,1,15,4,countries_forward,"['_Yemen_', '_Oman_', '_Peru_', '_Togo_']","['m', 'm', 'f', 'm']","['p229', 'p307', 'p268', 'p256']","[9, 5, 3, 10]","[92.00610777531934, 90.34149293193902, 89.14911522239515, 93.00003341222717]",3.0,False,8.75,3.304037933599835,2.0623562335968018,0.6414935875610033
