,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_119,2024-07-26 16:16:22,3,distance,cathedral,numerosity_judgement,1,0,5,countries_reversed,"['_Britain_reversed', '_Tonga_reversed', '_Peru_reversed', '_Cuba_reversed', '_Oman_reversed']","['f', 'm', 'm', 'f', 'f']","['p245', 'p256', 'p318', 'p284', 'p248']","[3, 4, 9, 8, 5]","[89.14911522239515, 89.31368318402099, 92.00610777531934, 92.0152836843556, 90.34149293193902]",3.0,False,7.8,2.588435821108957,3.1247916221618652,0.7134150493701056
0,,sub_119,2024-07-26 16:16:25,3,distance,cathedral,numerosity_judgement,1,1,4,countries_reversed,"['_Yemen_reversed', '_Peru_reversed', '_Congo_reversed', '_Cuba_reversed']","['m', 'f', 'm', 'm']","['p229', 'p284', 'p256', 'p307']","[3, 0, 2, 8]","[89.14911522239515, 84.40078082039426, 87.57049330475357, 92.0152836843556]",3.0,False,5.25,3.4034296427770228,1.4999034404754639,0.7692656906140052
0,,sub_119,2024-07-26 16:16:28,3,distance,cathedral,numerosity_judgement,1,2,3,countries_reversed,"['_Syria_reversed', '_Cuba_reversed', '_Yemen_reversed']","['m', 'm', 'f']","['p318', 'p307', 'p248']","[6, 8, 5]","[91.58892582949886, 92.0152836843556, 90.34149293193902]",3.0,True,8.333333333333334,1.5275252316519468,1.3749089241027832,0.6818976279650437
0,,sub_119,2024-07-26 16:16:31,3,distance,cathedral,numerosity_judgement,1,3,2,countries_reversed,"['_Cuba_reversed', '_Sudan_reversed']","['f', 'm']","['p248', 'p256']","[10, 4]","[93.00003341222717, 89.31368318402099]",3.0,False,9.0,4.242640687119285,1.562368631362915,0.7644308251049824
0,,sub_119,2024-07-26 16:16:34,3,distance,cathedral,numerosity_judgement,1,4,6,countries_reversed,"['_Togo_reversed', '_Syria_reversed', '_Oman_reversed', '_Japan_reversed', '_Congo_reversed', '_Cuba_reversed']","['m', 'f', 'f', 'f', 'm', 'm']","['p318', 'p268', 'p248', 'p245', 'p229', 'p256']","[8, 4, 1, 9, 2, 6]","[92.0152836843556, 89.31368318402099, 86.2038576498559, 92.00610777531934, 87.57049330475357, 91.58892582949886]",4.0,False,7.0,3.22490309931942,1.6873633861541748,0.9487685847236408
0,,sub_119,2024-07-26 16:16:38,3,distance,cathedral,numerosity_judgement,1,5,2,countries_reversed,"['_Yemen_reversed', '_Congo_reversed']","['m', 'm']","['p229', 'p256']","[5, 0]","[90.34149293193902, 84.40078082039426]",3.0,False,4.5,3.5355339059327378,3.4372713565826416,0.7367381681988423
0,,sub_119,2024-07-26 16:16:42,3,distance,cathedral,numerosity_judgement,1,6,4,countries_reversed,"['_Syria_reversed', '_Togo_reversed', '_Oman_reversed', '_Cuba_reversed']","['f', 'm', 'm', 'f']","['p284', 'p307', 'p229', 'p248']","[1, 7, 8, 5]","[86.2038576498559, 91.73820004985969, 92.0152836843556, 90.34149293193902]",3.0,False,7.25,3.095695936834452,2.43733811378479,0.7194075587334015
0,,sub_119,2024-07-26 16:16:45,3,distance,cathedral,numerosity_judgement,1,7,5,countries_reversed,"['_Yemen_reversed', '_Sudan_reversed', '_Japan_reversed', '_Cuba_reversed', '_Oman_reversed']","['m', 'm', 'm', 'f', 'f']","['p307', 'p318', 'p229', 'p248', 'p245']","[7, 3, 6, 8, 0]","[91.73820004985969, 89.14911522239515, 91.58892582949886, 92.0152836843556, 84.40078082039426]",3.0,False,6.8,3.2710854467592254,1.8748743534088135,0.8382930427874248
0,,sub_119,2024-07-26 16:16:49,3,distance,cathedral,numerosity_judgement,1,8,3,countries_reversed,"['_Togo_reversed', '_Peru_reversed', '_Oman_reversed']","['f', 'm', 'f']","['p284', 'p229', 'p248']","[8, 1, 10]","[92.0152836843556, 86.2038576498559, 93.00003341222717]",2.0,False,8.333333333333334,4.725815626252608,2.1248223781585693,0.8651117920780842
0,,sub_119,2024-07-26 16:16:51,3,distance,cathedral,numerosity_judgement,1,9,6,countries_reversed,"['_Togo_reversed', '_Belgium_reversed', '_Syria_reversed', '_Oman_reversed', '_Britain_reversed', '_Mali_reversed']","['m', 'f', 'm', 'f', 'f', 'm']","['p229', 'p248', 'p256', 'p268', 'p284', 'p318']","[6, 5, 10, 2, 3, 9]","[91.58892582949886, 90.34149293193902, 93.00003341222717, 87.57049330475357, 89.14911522239515, 92.00610777531934]",3.0,False,7.833333333333333,3.188521078284832,1.4374046325683594,0.8658268073998411
0,,sub_119,2024-07-26 16:16:54,3,distance,cathedral,numerosity_judgement,1,10,5,countries_reversed,"['_Tonga_reversed', '_Togo_reversed', '_Syria_reversed', '_Yemen_reversed', '_Oman_reversed']","['f', 'm', 'm', 'f', 'm']","['p245', 'p256', 'p318', 'p248', 'p307']","[4, 9, 2, 5, 1]","[89.31368318402099, 92.00610777531934, 87.57049330475357, 90.34149293193902, 86.2038576498559]",3.0,False,6.2,3.1144823004794877,1.49989914894104,0.7037793667007151
