,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_121,2024-08-02 15:53:12,3,distance,cathedral,numerosity_judgement,1,0,5,countries_reversed,"['_Belgium_reversed', '_Togo_reversed', '_Cuba_reversed', '_Oman_reversed', '_Mali_reversed']","['m', 'f', 'm', 'm', 'm']","['p229', 'p284', 'p318', 'p307', 'p256']","[7, 8, 5, 6, 4]","[91.73820004985969, 92.0152836843556, 90.34149293193902, 91.58892582949886, 89.31368318402099]",3.0,False,8.0,1.5811388300841898,2.2498667240142822,0.7994098286233118
0,,sub_121,2024-08-02 15:53:15,3,distance,cathedral,numerosity_judgement,1,1,3,countries_reversed,"['_Japan_reversed', '_Oman_reversed', '_Belgium_reversed']","['f', 'f', 'm']","['p284', 'p268', 'p256']","[6, 10, 4]","[91.58892582949886, 93.00003341222717, 89.31368318402099]",3.0,True,8.666666666666666,3.055050463303893,1.7498791217803955,0.8875950516399954
0,,sub_121,2024-08-02 15:53:19,3,distance,cathedral,numerosity_judgement,1,2,6,countries_reversed,"['_Japan_reversed', '_Cuba_reversed', '_Yemen_reversed', '_Tonga_reversed', '_Mali_reversed', '_Belgium_reversed']","['f', 'f', 'f', 'm', 'f', 'm']","['p248', 'p284', 'p245', 'p318', 'p268', 'p256']","[1, 2, 0, 5, 10, 4]","[86.2038576498559, 87.57049330475357, 84.40078082039426, 90.34149293193902, 93.00003341222717, 89.31368318402099]",4.0,False,5.666666666666667,3.6147844564602556,2.312340497970581,0.9302462830552718
0,,sub_121,2024-08-02 15:53:23,3,distance,cathedral,numerosity_judgement,1,3,2,countries_reversed,"['_Yemen_reversed', '_Oman_reversed']","['f', 'f']","['p268', 'p248']","[6, 4]","[91.58892582949886, 89.31368318402099]",2.0,True,7.0,1.4142135623730951,2.4998257160186768,0.6817273862217682
0,,sub_121,2024-08-02 15:53:27,3,distance,cathedral,numerosity_judgement,1,4,4,countries_reversed,"['_Mali_reversed', '_Oman_reversed', '_Britain_reversed', '_Peru_reversed']","['m', 'm', 'm', 'f']","['p318', 'p307', 'p256', 'p248']","[1, 5, 8, 3]","[86.2038576498559, 90.34149293193902, 92.0152836843556, 89.14911522239515]",2.0,False,6.25,2.9860788111948193,3.2497763633728027,0.6719441607082056
0,,sub_121,2024-08-02 15:53:30,3,distance,cathedral,numerosity_judgement,1,5,3,countries_reversed,"['_Britain_reversed', '_Cuba_reversed', '_Oman_reversed']","['f', 'm', 'm']","['p248', 'p256', 'p307']","[7, 8, 4]","[91.73820004985969, 92.0152836843556, 89.31368318402099]",3.0,True,8.333333333333334,2.0816659994661326,1.3749268054962158,0.6941777323799796
0,,sub_121,2024-08-02 15:53:34,3,distance,cathedral,numerosity_judgement,1,6,5,countries_reversed,"['_Peru_reversed', '_Belgium_reversed', '_Sudan_reversed', '_Cuba_reversed', '_Syria_reversed']","['f', 'm', 'f', 'm', 'f']","['p245', 'p229', 'p284', 'p318', 'p268']","[1, 4, 10, 8, 2]","[86.2038576498559, 89.31368318402099, 93.00003341222717, 92.0152836843556, 87.57049330475357]",3.0,False,7.0,3.872983346207417,3.3747904300689697,0.9468959255476108
0,,sub_121,2024-08-02 15:53:37,3,distance,cathedral,numerosity_judgement,1,7,4,countries_reversed,"['_Togo_reversed', '_Yemen_reversed', '_Sudan_reversed', '_Cuba_reversed']","['f', 'm', 'f', 'm']","['p248', 'p229', 'p268', 'p307']","[10, 5, 0, 7]","[93.00003341222717, 90.34149293193902, 84.40078082039426, 91.73820004985969]",2.0,False,7.5,4.203173404306164,1.5623719692230225,0.7270116899330382
0,,sub_121,2024-08-02 15:53:40,3,distance,cathedral,numerosity_judgement,1,8,2,countries_reversed,"['_Cuba_reversed', '_Japan_reversed']","['f', 'f']","['p284', 'p248']","[9, 8]","[92.00610777531934, 92.0152836843556]",2.0,True,10.5,0.7071067811865476,1.749901533126831,0.793076835773465
0,,sub_121,2024-08-02 15:53:45,3,distance,cathedral,numerosity_judgement,1,9,6,countries_reversed,"['_Sudan_reversed', '_Syria_reversed', '_Yemen_reversed', '_Oman_reversed', '_Congo_reversed', '_Japan_reversed']","['f', 'm', 'm', 'm', 'f', 'f']","['p245', 'p229', 'p256', 'p318', 'p268', 'p284']","[8, 7, 9, 5, 10, 1]","[92.0152836843556, 91.73820004985969, 92.00610777531934, 90.34149293193902, 93.00003341222717, 86.2038576498559]",4.0,False,8.666666666666666,3.265986323710904,3.2497966289520264,0.872193848598343
0,,sub_121,2024-08-02 15:53:48,3,distance,cathedral,numerosity_judgement,1,10,4,countries_reversed,"['_Peru_reversed', '_Yemen_reversed', '_Britain_reversed', '_Congo_reversed']","['m', 'm', 'f', 'm']","['p307', 'p229', 'p245', 'p256']","[3, 6, 8, 2]","[89.14911522239515, 91.58892582949886, 92.0152836843556, 87.57049330475357]",2.0,False,6.75,2.753785273643051,1.6873829364776611,0.6608330495970945
