,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_114,2024-07-18 13:44:55,3,distance,cathedral,numerosity_judgement,1,0,3,countries_forward,"['_Sudan_', '_Congo_', '_Togo_']","['m', 'f', 'm']","['p229', 'p248', 'p256']","[2, 1, 3]","[87.57049330475357, 86.2038576498559, 89.14911522239515]",3.0,True,4.0,1.0,2.5633490085601807,0.9643513789581204
0,,sub_114,2024-07-18 13:44:59,3,distance,cathedral,numerosity_judgement,1,1,5,countries_forward,"['_Oman_', '_Peru_', '_Yemen_', '_Mali_', '_Cuba_']","['f', 'f', 'm', 'm', 'f']","['p284', 'p268', 'p256', 'p307', 'p248']","[8, 9, 5, 2, 3]","[92.0152836843556, 92.00610777531934, 90.34149293193902, 87.57049330475357, 89.14911522239515]",5.0,True,7.4,3.0495901363953815,1.7342820167541504,0.7980251957780048
0,,sub_114,2024-07-18 13:45:02,3,distance,cathedral,numerosity_judgement,1,2,4,countries_forward,"['_Britain_', '_Syria_', '_Sudan_', '_Congo_']","['m', 'f', 'm', 'f']","['p256', 'p268', 'p307', 'p248']","[0, 5, 6, 8]","[84.40078082039426, 90.34149293193902, 91.58892582949886, 92.0152836843556]",3.0,False,6.75,3.4034296427770228,1.938046932220459,0.8939053455907389
0,,sub_114,2024-07-18 13:45:07,3,distance,cathedral,numerosity_judgement,1,3,6,countries_forward,"['_Tonga_', '_Peru_', '_Britain_', '_Oman_', '_Yemen_', '_Mali_']","['f', 'f', 'm', 'f', 'm', 'f']","['p245', 'p268', 'p318', 'p248', 'p307', 'p284']","[10, 8, 6, 9, 2, 7]","[93.00003341222717, 92.0152836843556, 91.58892582949886, 92.00610777531934, 87.57049330475357, 91.73820004985969]",4.0,False,9.0,2.8284271247461903,2.1878814697265625,0.7124843945068664
0,,sub_114,2024-07-18 13:45:09,3,distance,cathedral,numerosity_judgement,1,4,2,countries_forward,"['_Cuba_', '_Syria_']","['f', 'f']","['p248', 'p284']","[2, 0]","[87.57049330475357, 84.40078082039426]",2.0,True,3.0,1.4142135623730951,1.1902761459350586,0.918488253319714
0,,sub_114,2024-07-18 13:45:13,3,distance,cathedral,numerosity_judgement,1,5,4,countries_forward,"['_Syria_', '_Oman_', '_Britain_', '_Sudan_']","['m', 'f', 'm', 'm']","['p256', 'p248', 'p229', 'p307']","[4, 5, 2, 8]","[89.31368318402099, 90.34149293193902, 87.57049330475357, 92.0152836843556]",4.0,True,6.75,2.5,1.9394984245300293,0.8578140960163432
0,,sub_114,2024-07-18 13:45:16,3,distance,cathedral,numerosity_judgement,1,6,2,countries_forward,"['_Yemen_', '_Congo_']","['m', 'm']","['p307', 'p229']","[1, 3]","[86.2038576498559, 89.14911522239515]",2.0,True,4.0,1.4142135623730951,1.7503056526184082,0.8083418454204971
0,,sub_114,2024-07-18 13:45:20,3,distance,cathedral,numerosity_judgement,1,7,6,countries_forward,"['_Cuba_', '_Peru_', '_Yemen_', '_Oman_', '_Mali_', '_Tonga_']","['f', 'f', 'm', 'm', 'm', 'f']","['p245', 'p268', 'p229', 'p318', 'p256', 'p284']","[0, 10, 9, 4, 1, 2]","[84.40078082039426, 93.00003341222717, 92.00610777531934, 89.31368318402099, 86.2038576498559, 87.57049330475357]",5.0,False,6.333333333333333,4.226897995772629,2.0003488063812256,0.7941436840313245
0,,sub_114,2024-07-18 13:45:24,3,distance,cathedral,numerosity_judgement,1,8,5,countries_forward,"['_Japan_', '_Mali_', '_Cuba_', '_Oman_', '_Sudan_']","['f', 'f', 'm', 'm', 'f']","['p268', 'p248', 'p256', 'p307', 'p245']","[1, 10, 2, 3, 7]","[86.2038576498559, 93.00003341222717, 87.57049330475357, 89.14911522239515, 91.73820004985969]",2.0,False,6.6,3.7815340802378072,1.9225859642028809,0.7705368289637953
0,,sub_114,2024-07-18 13:45:27,3,distance,cathedral,numerosity_judgement,1,9,3,countries_forward,"['_Cuba_', '_Yemen_', '_Mali_']","['m', 'f', 'm']","['p318', 'p248', 'p256']","[10, 3, 9]","[93.00003341222717, 89.14911522239515, 92.00610777531934]",2.0,False,9.333333333333334,3.7859388972001824,1.5628249645233154,0.7921348314606742
0,,sub_114,2024-07-18 13:45:31,3,distance,cathedral,numerosity_judgement,1,10,4,countries_forward,"['_Yemen_', '_Oman_', '_Peru_', '_Togo_']","['m', 'm', 'f', 'm']","['p229', 'p307', 'p268', 'p256']","[9, 5, 3, 10]","[92.00610777531934, 90.34149293193902, 89.14911522239515, 93.00003341222717]",3.0,False,8.75,3.304037933599835,1.6252846717834473,0.6414935875610033
0,,sub_114,2024-07-18 13:45:35,3,distance,cathedral,numerosity_judgement,1,11,6,countries_forward,"['_Yemen_', '_Cuba_', '_Japan_', '_Britain_', '_Belgium_', '_Peru_']","['m', 'f', 'f', 'm', 'f', 'm']","['p256', 'p245', 'p248', 'p318', 'p284', 'p307']","[10, 4, 0, 7, 3, 8]","[93.00003341222717, 89.31368318402099, 84.40078082039426, 91.73820004985969, 89.14911522239515, 92.0152836843556]",3.0,False,7.333333333333333,3.669695718539436,1.4960589408874512,0.8242083758937692
0,,sub_114,2024-07-18 13:45:37,3,distance,cathedral,numerosity_judgement,1,12,3,countries_forward,"['_Mali_', '_Congo_', '_Japan_']","['f', 'f', 'f']","['p248', 'p284', 'p268']","[1, 4, 0]","[86.2038576498559, 89.31368318402099, 84.40078082039426]",2.0,False,3.6666666666666665,2.081665999466133,1.1251964569091797,0.9337419135171944
0,,sub_114,2024-07-18 13:45:40,3,distance,cathedral,numerosity_judgement,1,13,2,countries_forward,"['_Yemen_', '_Cuba_']","['m', 'f']","['p307', 'p268']","[3, 7]","[89.14911522239515, 91.73820004985969]",2.0,True,7.0,2.8284271247461903,1.4377524852752686,0.7047554193621609
0,,sub_114,2024-07-18 13:45:44,3,distance,cathedral,numerosity_judgement,1,14,5,countries_forward,"['_Japan_', '_Belgium_', '_Syria_', '_Mali_', '_Togo_']","['f', 'm', 'f', 'm', 'm']","['p284', 'p229', 'p245', 'p307', 'p318']","[9, 1, 10, 2, 8]","[92.00610777531934, 86.2038576498559, 93.00003341222717, 87.57049330475357, 92.0152836843556]",3.0,False,8.0,4.183300132670378,1.4998738765716553,0.9450686641697876
0,,sub_114,2024-07-18 13:45:47,3,distance,cathedral,numerosity_judgement,1,15,6,countries_forward,"['_Congo_', '_Oman_', '_Syria_', '_Tonga_', '_Togo_', '_Japan_']","['m', 'm', 'm', 'f', 'f', 'f']","['p307', 'p318', 'p229', 'p284', 'p268', 'p245']","[4, 0, 6, 3, 9, 1]","[89.31368318402099, 84.40078082039426, 91.58892582949886, 89.14911522239515, 92.00610777531934, 86.2038576498559]",3.0,False,5.833333333333333,3.3115957885386114,1.3752403259277344,0.9373169901259788
0,,sub_114,2024-07-18 13:45:50,3,distance,cathedral,numerosity_judgement,1,16,2,countries_forward,"['_Sudan_', '_Mali_']","['f', 'f']","['p284', 'p248']","[10, 3]","[93.00003341222717, 89.14911522239515]",2.0,True,8.5,4.949747468305833,1.250216007232666,0.9569969356486212
0,,sub_114,2024-07-18 13:45:54,3,distance,cathedral,numerosity_judgement,1,17,5,countries_forward,"['_Belgium_', '_Peru_', '_Britain_', '_Sudan_', '_Japan_']","['f', 'm', 'm', 'f', 'm']","['p268', 'p256', 'p318', 'p245', 'p229']","[9, 1, 2, 6, 0]","[92.00610777531934, 86.2038576498559, 87.57049330475357, 91.58892582949886, 84.40078082039426]",3.0,False,5.6,3.7815340802378072,2.0627267360687256,0.9552945182158664
0,,sub_114,2024-07-18 13:45:58,3,distance,cathedral,numerosity_judgement,1,18,3,countries_forward,"['_Peru_', '_Yemen_', '_Oman_']","['m', 'f', 'm']","['p229', 'p245', 'p256']","[6, 8, 4]","[91.58892582949886, 92.0152836843556, 89.31368318402099]",2.0,False,8.0,2.0,2.316736936569214,0.7465327431619566
0,,sub_114,2024-07-18 13:46:02,3,distance,cathedral,numerosity_judgement,1,19,4,countries_forward,"['_Togo_', '_Yemen_', '_Cuba_', '_Peru_']","['m', 'm', 'f', 'f']","['p229', 'p307', 'p245', 'p268']","[9, 4, 6, 10]","[92.00610777531934, 89.31368318402099, 91.58892582949886, 93.00003341222717]",2.0,False,9.25,2.753785273643051,2.5629465579986572,0.7585518102372035
0,,sub_114,2024-07-18 13:46:06,3,distance,cathedral,numerosity_judgement,1,20,6,countries_forward,"['_Congo_', '_Tonga_', '_Mali_', '_Cuba_', '_Belgium_', '_Yemen_']","['m', 'f', 'f', 'm', 'f', 'f']","['p229', 'p245', 'p268', 'p307', 'p248', 'p284']","[9, 5, 4, 7, 6, 2]","[92.00610777531934, 90.34149293193902, 89.31368318402099, 91.73820004985969, 91.58892582949886, 87.57049330475357]",4.0,False,7.5,2.4289915602982237,1.687821865081787,0.7404834865509022
0,,sub_114,2024-07-18 13:46:09,3,distance,cathedral,numerosity_judgement,1,21,3,countries_forward,"['_Oman_', '_Peru_', '_Cuba_']","['m', 'm', 'm']","['p256', 'p307', 'p318']","[10, 8, 1]","[93.00003341222717, 92.0152836843556, 86.2038576498559]",3.0,True,8.333333333333334,4.725815626252608,1.3741569519042969,0.6713426398819657
0,,sub_114,2024-07-18 13:46:12,3,distance,cathedral,numerosity_judgement,1,22,5,countries_forward,"['_Japan_', '_Syria_', '_Cuba_', '_Mali_', '_Congo_']","['f', 'm', 'f', 'm', 'm']","['p245', 'p229', 'p268', 'p318', 'p256']","[1, 7, 3, 5, 2]","[86.2038576498559, 91.73820004985969, 89.14911522239515, 90.34149293193902, 87.57049330475357]",3.0,False,5.6,2.4083189157584592,1.7506141662597656,0.9175689479060266
0,,sub_114,2024-07-18 13:46:16,3,distance,cathedral,numerosity_judgement,1,23,4,countries_forward,"['_Peru_', '_Yemen_', '_Congo_', '_Cuba_']","['f', 'f', 'm', 'm']","['p245', 'p248', 'p256', 'p229']","[5, 2, 1, 3]","[90.34149293193902, 87.57049330475357, 86.2038576498559, 89.14911522239515]",2.0,False,4.75,1.707825127659933,1.5002624988555908,0.7025309272500284
0,,sub_114,2024-07-18 13:46:19,3,distance,cathedral,numerosity_judgement,1,24,2,countries_forward,"['_Yemen_', '_Oman_']","['f', 'm']","['p248', 'p307']","[7, 9]","[91.73820004985969, 92.00610777531934]",2.0,True,10.0,1.4142135623730951,1.9379963874816895,0.5863920099875156
0,,sub_114,2024-07-18 13:46:22,3,distance,cathedral,numerosity_judgement,1,25,3,countries_forward,"['_Sudan_', '_Togo_', '_Oman_']","['m', 'm', 'm']","['p307', 'p256', 'p229']","[0, 3, 1]","[84.40078082039426, 89.14911522239515, 86.2038576498559]",2.0,False,3.3333333333333335,1.5275252316519468,1.2502179145812988,0.9079673135852911
0,,sub_114,2024-07-18 13:46:26,3,distance,cathedral,numerosity_judgement,1,26,6,countries_forward,"['_Tonga_', '_Syria_', '_Togo_', '_Belgium_', '_Britain_', '_Sudan_']","['f', 'f', 'm', 'f', 'm', 'f']","['p248', 'p284', 'p318', 'p245', 'p229', 'p268']","[2, 8, 6, 5, 1, 0]","[87.57049330475357, 92.0152836843556, 91.58892582949886, 90.34149293193902, 86.2038576498559, 84.40078082039426]",5.0,False,5.666666666666667,3.141125063837266,1.875391960144043,0.9558733401430032
0,,sub_114,2024-07-18 13:46:30,3,distance,cathedral,numerosity_judgement,1,27,5,countries_forward,"['_Japan_', '_Sudan_', '_Togo_', '_Mali_', '_Congo_']","['f', 'f', 'm', 'f', 'm']","['p248', 'p268', 'p307', 'p284', 'p229']","[4, 3, 6, 1, 5]","[89.31368318402099, 89.14911522239515, 91.58892582949886, 86.2038576498559, 90.34149293193902]",3.0,False,5.8,1.9235384061671346,1.6883411407470703,0.8976960617410056
