,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_117,2024-07-22 16:56:05,3,distance,cathedral,numerosity_judgement,1,0,4,countries_forward,"['_Yemen_', '_Oman_', '_Peru_', '_Togo_']","['m', 'm', 'f', 'm']","['p229', 'p307', 'p268', 'p256']","[9, 5, 3, 10]","[92.00610777531934, 90.34149293193902, 89.14911522239515, 93.00003341222717]",2.0,False,8.75,3.304037933599835,41.434601068496704,0.6414935875610033
0,,sub_117,2024-07-22 16:56:16,3,distance,cathedral,numerosity_judgement,1,1,5,countries_forward,"['_Mali_', '_Japan_', '_Sudan_', '_Cuba_', '_Syria_']","['m', 'm', 'f', 'f', 'f']","['p256', 'p307', 'p268', 'p248', 'p284']","[9, 4, 3, 10, 6]","[92.00610777531934, 89.31368318402099, 89.14911522239515, 93.00003341222717, 91.58892582949886]",2.0,False,8.4,3.0495901363953815,8.874378681182861,0.894086936783566
0,,sub_117,2024-07-22 16:56:20,3,distance,cathedral,numerosity_judgement,1,2,2,countries_forward,"['_Oman_', '_Syria_']","['m', 'f']","['p318', 'p268']","[4, 0]","[89.31368318402099, 84.40078082039426]",2.0,True,4.0,2.8284271247461903,2.687310218811035,0.9371240494836
0,,sub_117,2024-07-22 16:56:24,3,distance,cathedral,numerosity_judgement,1,3,3,countries_forward,"['_Cuba_', '_Yemen_', '_Oman_']","['f', 'f', 'm']","['p245', 'p268', 'p256']","[7, 6, 9]","[91.73820004985969, 91.58892582949886, 92.00610777531934]",2.0,False,9.333333333333334,1.5275252316519468,2.7498080730438232,0.6788446260356372
0,,sub_117,2024-07-22 16:56:29,3,distance,cathedral,numerosity_judgement,1,4,6,countries_forward,"['_Peru_', '_Britain_', '_Syria_', '_Japan_', '_Oman_', '_Belgium_']","['f', 'm', 'm', 'f', 'f', 'm']","['p268', 'p229', 'p256', 'p245', 'p284', 'p307']","[4, 10, 5, 1, 9, 8]","[89.31368318402099, 93.00003341222717, 90.34149293193902, 86.2038576498559, 92.00610777531934, 92.0152836843556]",3.0,False,8.166666666666666,3.4302575219167823,2.6873114109039307,0.8492452616048122
0,,sub_117,2024-07-22 16:56:32,3,distance,cathedral,numerosity_judgement,1,5,2,countries_forward,"['_Tonga_', '_Mali_']","['f', 'f']","['p248', 'p245']","[3, 6]","[89.14911522239515, 91.58892582949886]",2.0,True,6.5,2.1213203435596424,1.999795913696289,0.7557030983997276
0,,sub_117,2024-07-22 16:56:39,3,distance,cathedral,numerosity_judgement,1,6,4,countries_forward,"['_Sudan_', '_Congo_', '_Syria_', '_Yemen_']","['f', 'f', 'f', 'm']","['p248', 'p245', 'p268', 'p229']","[1, 3, 4, 5]","[86.2038576498559, 89.14911522239515, 89.31368318402099, 90.34149293193902]",3.0,False,5.25,1.707825127659933,4.499685764312744,0.9331290432414028
0,,sub_117,2024-07-22 16:56:45,3,distance,cathedral,numerosity_judgement,1,7,3,countries_forward,"['_Mali_', '_Togo_', '_Yemen_']","['m', 'f', 'f']","['p307', 'p268', 'p248']","[9, 3, 5]","[92.00610777531934, 89.14911522239515, 90.34149293193902]",2.0,False,7.666666666666667,3.0550504633038935,4.687171697616577,0.6935308137555328
0,,sub_117,2024-07-22 16:56:51,3,distance,cathedral,numerosity_judgement,1,8,6,countries_forward,"['_Tonga_', '_Britain_', '_Yemen_', '_Syria_', '_Oman_', '_Sudan_']","['m', 'f', 'm', 'm', 'm', 'f']","['p318', 'p248', 'p256', 'p229', 'p307', 'p284']","[6, 10, 5, 0, 8, 9]","[91.58892582949886, 93.00003341222717, 90.34149293193902, 84.40078082039426, 92.0152836843556, 92.00610777531934]",3.0,False,8.333333333333334,3.6147844564602556,4.187206745147705,0.8699807059357622
0,,sub_117,2024-07-22 16:56:58,3,distance,cathedral,numerosity_judgement,1,9,5,countries_forward,"['_Japan_', '_Congo_', '_Tonga_', '_Mali_', '_Syria_']","['f', 'f', 'm', 'f', 'f']","['p268', 'p284', 'p318', 'p248', 'p245']","[2, 3, 9, 7, 0]","[87.57049330475357, 89.14911522239515, 92.00610777531934, 91.73820004985969, 84.40078082039426]",3.0,False,6.2,3.7013511046643495,5.1246442794799805,0.951049824083532
