,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_116,2024-07-18 15:39:44,3,distance,cathedral,numerosity_judgement,1,0,5,countries_forward,"['_Sudan_', '_Britain_', '_Tonga_', '_Oman_', '_Togo_']","['f', 'f', 'm', 'm', 'f']","['p268', 'p245', 'p318', 'p256', 'p284']","[3, 7, 2, 0, 10]","[89.14911522239515, 91.73820004985969, 87.57049330475357, 84.40078082039426, 93.00003341222717]",3.0,False,6.4,4.03732584763727,2.1249217987060547,0.910259902394734
0,,sub_116,2024-07-18 15:39:47,3,distance,cathedral,numerosity_judgement,1,1,2,countries_forward,"['_Yemen_', '_Belgium_']","['m', 'm']","['p256', 'p307']","[3, 7]","[89.14911522239515, 91.73820004985969]",2.0,True,7.0,2.8284271247461903,1.8108887672424316,0.7232323232323232
0,,sub_116,2024-07-18 15:39:50,3,distance,cathedral,numerosity_judgement,1,2,3,countries_forward,"['_Yemen_', '_Sudan_', '_Britain_']","['f', 'f', 'm']","['p248', 'p268', 'p229']","[1, 9, 0]","[86.2038576498559, 92.00610777531934, 84.40078082039426]",5.0,False,5.333333333333333,4.932882862316247,1.752356767654419,0.9770400635569176
0,,sub_116,2024-07-18 15:39:55,3,distance,cathedral,numerosity_judgement,1,3,6,countries_forward,"['_Britain_', '_Oman_', '_Cuba_', '_Togo_', '_Tonga_', '_Congo_']","['m', 'f', 'f', 'f', 'm', 'm']","['p318', 'p248', 'p268', 'p284', 'p256', 'p307']","[1, 7, 3, 6, 4, 8]","[86.2038576498559, 91.73820004985969, 89.14911522239515, 91.58892582949886, 89.31368318402099, 92.0152836843556]",6.0,True,6.833333333333333,2.6394443859772205,2.4374072551727295,0.8162183634093746
0,,sub_116,2024-07-18 15:39:59,3,distance,cathedral,numerosity_judgement,1,4,4,countries_forward,"['_Japan_', '_Cuba_', '_Tonga_', '_Congo_']","['m', 'm', 'f', 'f']","['p256', 'p318', 'p268', 'p245']","[5, 3, 7, 10]","[90.34149293193902, 89.14911522239515, 91.73820004985969, 93.00003341222717]",4.0,True,8.25,2.9860788111948193,2.124905586242676,0.8619679945522642
0,,sub_116,2024-07-18 15:40:02,3,distance,cathedral,numerosity_judgement,1,5,5,countries_forward,"['_Syria_', '_Cuba_', '_Togo_', '_Tonga_', '_Oman_']","['f', 'f', 'm', 'f', 'm']","['p248', 'p268', 'p318', 'p245', 'p229']","[0, 3, 4, 6, 10]","[84.40078082039426, 89.14911522239515, 89.31368318402099, 91.58892582949886, 93.00003341222717]",4.0,False,6.6,3.714835124201342,2.1229286193847656,0.696220633299285
0,,sub_116,2024-07-18 15:41:16,3,distance,cathedral,numerosity_judgement,1,6,2,countries_forward,"['_Syria_', '_Togo_']","['m', 'm']","['p307', 'p318']","[4, 1]","[89.31368318402099, 86.2038576498559]",2.0,True,4.5,2.1213203435596424,71.5709912776947,0.9275905118601748
0,,sub_116,2024-07-18 15:41:20,3,distance,cathedral,numerosity_judgement,1,7,6,countries_forward,"['_Japan_', '_Peru_', '_Oman_', '_Mali_', '_Britain_', '_Sudan_']","['m', 'f', 'm', 'f', 'm', 'm']","['p256', 'p268', 'p307', 'p248', 'p318', 'p229']","[5, 6, 10, 0, 3, 7]","[90.34149293193902, 91.58892582949886, 93.00003341222717, 84.40078082039426, 89.14911522239515, 91.73820004985969]",5.0,False,7.166666666666667,3.4302575219167823,2.5623810291290283,0.8541822721598002
0,,sub_116,2024-07-18 15:41:24,3,distance,cathedral,numerosity_judgement,1,8,3,countries_forward,"['_Syria_', '_Yemen_', '_Tonga_']","['m', 'm', 'f']","['p256', 'p307', 'p248']","[10, 6, 9]","[93.00003341222717, 91.58892582949886, 92.00610777531934]",3.0,True,10.333333333333334,2.0816659994661326,2.2498972415924072,0.8491431165588469
0,,sub_116,2024-07-18 15:41:28,3,distance,cathedral,numerosity_judgement,1,9,4,countries_forward,"['_Yemen_', '_Japan_', '_Britain_', '_Sudan_']","['m', 'f', 'm', 'f']","['p318', 'p284', 'p307', 'p245']","[5, 10, 7, 4]","[90.34149293193902, 93.00003341222717, 91.73820004985969, 89.31368318402099]",4.0,True,8.5,2.6457513110645907,2.6970999240875244,0.9041425490863692
0,,sub_116,2024-07-18 15:41:32,3,distance,cathedral,numerosity_judgement,1,10,2,countries_forward,"['_Mali_', '_Oman_']","['m', 'm']","['p307', 'p256']","[5, 7]","[90.34149293193902, 91.73820004985969]",2.0,True,8.0,1.4142135623730951,1.8124470710754395,0.5621949835432981
0,,sub_116,2024-07-18 15:41:36,3,distance,cathedral,numerosity_judgement,1,11,4,countries_forward,"['_Peru_', '_Togo_', '_Yemen_', '_Oman_']","['f', 'f', 'm', 'f']","['p284', 'p268', 'p307', 'p245']","[1, 4, 6, 10]","[86.2038576498559, 89.31368318402099, 91.58892582949886, 93.00003341222717]",4.0,True,7.25,3.774917217635375,1.9435172080993652,0.7177959368970604
0,,sub_116,2024-07-18 15:41:39,3,distance,cathedral,numerosity_judgement,1,12,3,countries_forward,"['_Mali_', '_Yemen_', '_Britain_']","['m', 'f', 'f']","['p318', 'p245', 'p248']","[1, 10, 8]","[86.2038576498559, 93.00003341222717, 92.0152836843556]",3.0,True,8.333333333333334,4.725815626252608,1.4999089241027832,0.8174895017591647
0,,sub_116,2024-07-18 15:41:42,3,distance,cathedral,numerosity_judgement,1,13,5,countries_forward,"['_Tonga_', '_Belgium_', '_Yemen_', '_Cuba_', '_Peru_']","['m', 'f', 'f', 'f', 'f']","['p318', 'p248', 'p284', 'p245', 'p268']","[3, 9, 8, 5, 2]","[89.14911522239515, 92.00610777531934, 92.0152836843556, 90.34149293193902, 87.57049330475357]",5.0,True,7.4,3.0495901363953815,1.5612096786499023,0.844274202701169
0,,sub_116,2024-07-18 15:41:45,3,distance,cathedral,numerosity_judgement,1,14,6,countries_forward,"['_Oman_', '_Cuba_', '_Mali_', '_Britain_', '_Togo_', '_Tonga_']","['m', 'm', 'm', 'f', 'm', 'f']","['p229', 'p318', 'p256', 'p248', 'p307', 'p245']","[10, 3, 4, 9, 8, 5]","[93.00003341222717, 89.14911522239515, 89.31368318402099, 92.00610777531934, 92.0152836843556, 90.34149293193902]",6.0,True,8.5,2.8809720581775866,1.3156874179840088,0.7045851776188855
0,,sub_116,2024-07-18 15:41:49,3,distance,cathedral,numerosity_judgement,1,15,2,countries_forward,"['_Mali_', '_Congo_']","['m', 'm']","['p307', 'p256']","[9, 4]","[92.00610777531934, 89.31368318402099]",4.0,False,8.5,3.5355339059327378,1.6874196529388428,0.7744523890591306
0,,sub_116,2024-07-18 15:41:52,3,distance,cathedral,numerosity_judgement,1,16,6,countries_forward,"['_Sudan_', '_Britain_', '_Belgium_', '_Japan_', '_Yemen_', '_Tonga_']","['f', 'f', 'f', 'm', 'm', 'm']","['p248', 'p268', 'p284', 'p256', 'p307', 'p318']","[6, 4, 1, 9, 3, 8]","[91.58892582949886, 89.31368318402099, 86.2038576498559, 92.00610777531934, 89.14911522239515, 92.0152836843556]",6.0,True,7.166666666666667,3.0605010483034745,1.5636069774627686,0.8951991828396323
0,,sub_116,2024-07-18 15:41:55,3,distance,cathedral,numerosity_judgement,1,17,3,countries_forward,"['_Tonga_', '_Sudan_', '_Belgium_']","['m', 'm', 'm']","['p229', 'p318', 'p307']","[7, 2, 4]","[91.73820004985969, 87.57049330475357, 89.31368318402099]",2.0,False,6.333333333333333,2.516611478423583,1.6878373622894287,0.9084326410169108
0,,sub_116,2024-07-18 15:41:58,3,distance,cathedral,numerosity_judgement,1,18,5,countries_forward,"['_Congo_', '_Peru_', '_Oman_', '_Togo_', '_Yemen_']","['f', 'm', 'm', 'm', 'm']","['p268', 'p318', 'p256', 'p307', 'p229']","[2, 3, 10, 1, 7]","[87.57049330475357, 89.14911522239515, 93.00003341222717, 86.2038576498559, 91.73820004985969]",3.0,False,6.6,3.7815340802378072,1.2499215602874756,0.7046759732152991
0,,sub_116,2024-07-18 15:42:01,3,distance,cathedral,numerosity_judgement,1,19,4,countries_forward,"['_Peru_', '_Togo_', '_Cuba_', '_Oman_']","['m', 'f', 'm', 'f']","['p256', 'p268', 'p307', 'p284']","[6, 10, 5, 2]","[91.58892582949886, 93.00003341222717, 90.34149293193902, 87.57049330475357]",5.0,False,7.75,3.304037933599835,1.1261613368988037,0.6809669731018045
0,,sub_116,2024-07-18 15:42:04,3,distance,cathedral,numerosity_judgement,1,20,6,countries_forward,"['_Congo_', '_Yemen_', '_Oman_', '_Peru_', '_Mali_', '_Tonga_']","['f', 'f', 'm', 'm', 'f', 'f']","['p248', 'p268', 'p318', 'p256', 'p284', 'p245']","[8, 1, 3, 0, 5, 6]","[92.0152836843556, 86.2038576498559, 89.14911522239515, 84.40078082039426, 90.34149293193902, 91.58892582949886]",6.0,True,5.833333333333333,3.0605010483034745,1.1874661445617676,0.8043581886278516
0,,sub_116,2024-07-18 15:42:07,3,distance,cathedral,numerosity_judgement,1,21,3,countries_forward,"['_Yemen_', '_Oman_', '_Britain_']","['f', 'm', 'm']","['p248', 'p229', 'p307']","[10, 3, 6]","[93.00003341222717, 89.14911522239515, 91.58892582949886]",5.0,False,8.333333333333334,3.511884584284246,0.8766703605651855,0.6105209397344229
0,,sub_116,2024-07-18 15:42:09,3,distance,cathedral,numerosity_judgement,1,22,2,countries_forward,"['_Britain_', '_Yemen_']","['m', 'f']","['p307', 'p248']","[4, 7]","[89.31368318402099, 91.73820004985969]",2.0,True,7.5,2.1213203435596424,1.1249475479125977,0.6392236976506639
0,,sub_116,2024-07-18 15:42:50,3,distance,cathedral,numerosity_judgement,1,23,4,countries_forward,"['_Oman_', '_Mali_', '_Yemen_', '_Britain_']","['f', 'f', 'm', 'f']","['p248', 'p268', 'p256', 'p245']","[3, 6, 9, 7]","[89.14911522239515, 91.58892582949886, 92.00610777531934, 91.73820004985969]",4.0,True,8.25,2.5,38.911346197128296,0.6700034048348655
0,,sub_116,2024-07-18 15:42:55,3,distance,cathedral,numerosity_judgement,1,24,5,countries_forward,"['_Britain_', '_Peru_', '_Belgium_', '_Yemen_', '_Cuba_']","['m', 'm', 'f', 'm', 'm']","['p256', 'p229', 'p245', 'p318', 'p307']","[6, 10, 4, 2, 7]","[91.58892582949886, 93.00003341222717, 89.31368318402099, 87.57049330475357, 91.73820004985969]",3.0,False,7.8,3.03315017762062,3.5012755393981934,0.7614799682215413
0,,sub_116,2024-07-18 15:42:59,3,distance,cathedral,numerosity_judgement,1,25,2,countries_forward,"['_Oman_', '_Mali_']","['m', 'f']","['p229', 'p245']","[6, 3]","[91.58892582949886, 89.14911522239515]",2.0,True,6.5,2.1213203435596424,1.7498996257781982,0.6874248098967201
0,,sub_116,2024-07-18 15:43:02,3,distance,cathedral,numerosity_judgement,1,26,4,countries_forward,"['_Oman_', '_Mali_', '_Peru_', '_Britain_']","['m', 'f', 'm', 'f']","['p229', 'p284', 'p256', 'p268']","[5, 3, 9, 8]","[90.34149293193902, 89.14911522239515, 92.00610777531934, 92.0152836843556]",5.0,False,8.25,2.753785273643051,1.827685832977295,0.788775394393372
0,,sub_116,2024-07-18 15:43:06,3,distance,cathedral,numerosity_judgement,1,27,5,countries_forward,"['_Belgium_', '_Japan_', '_Oman_', '_Mali_', '_Togo_']","['m', 'm', 'f', 'm', 'f']","['p307', 'p256', 'p245', 'p229', 'p268']","[9, 4, 2, 10, 7]","[92.00610777531934, 89.31368318402099, 87.57049330475357, 93.00003341222717, 91.73820004985969]",6.0,False,8.4,3.361547262794322,1.502410650253296,0.7535467029849052
0,,sub_116,2024-07-18 15:43:09,3,distance,cathedral,numerosity_judgement,1,28,6,countries_forward,"['_Cuba_', '_Syria_', '_Oman_', '_Peru_', '_Britain_', '_Togo_']","['f', 'm', 'm', 'm', 'f', 'm']","['p268', 'p318', 'p256', 'p307', 'p245', 'p229']","[6, 10, 8, 5, 0, 7]","[91.58892582949886, 93.00003341222717, 92.0152836843556, 90.34149293193902, 84.40078082039426, 91.73820004985969]",4.0,False,8.0,3.40587727318528,1.249922275543213,0.7747815230961298
0,,sub_116,2024-07-18 15:43:12,3,distance,cathedral,numerosity_judgement,1,29,3,countries_forward,"['_Peru_', '_Congo_', '_Oman_']","['f', 'f', 'm']","['p284', 'p245', 'p307']","[4, 6, 5]","[89.31368318402099, 91.58892582949886, 90.34149293193902]",2.0,False,7.0,1.0,1.2664895057678223,0.7432300533424129
0,,sub_116,2024-07-18 15:43:14,3,distance,cathedral,numerosity_judgement,1,30,2,countries_forward,"['_Oman_', '_Yemen_']","['m', 'f']","['p307', 'p245']","[6, 10]","[91.58892582949886, 93.00003341222717]",5.0,False,10.0,2.8284271247461903,1.1249477863311768,0.5938372488934287
0,,sub_116,2024-07-18 15:43:17,3,distance,cathedral,numerosity_judgement,1,31,6,countries_forward,"['_Japan_', '_Togo_', '_Cuba_', '_Yemen_', '_Oman_', '_Sudan_']","['m', 'm', 'm', 'f', 'f', 'm']","['p318', 'p307', 'p229', 'p284', 'p268', 'p256']","[4, 1, 10, 9, 3, 5]","[89.31368318402099, 86.2038576498559, 93.00003341222717, 92.00610777531934, 89.14911522239515, 90.34149293193902]",4.0,False,7.333333333333333,3.5023801430836525,1.179253339767456,0.7420951083872432
0,,sub_116,2024-07-18 15:43:20,3,distance,cathedral,numerosity_judgement,1,32,5,countries_forward,"['_Cuba_', '_Mali_', '_Togo_', '_Belgium_', '_Oman_']","['m', 'f', 'f', 'f', 'm']","['p256', 'p268', 'p284', 'p245', 'p229']","[8, 10, 1, 4, 7]","[92.0152836843556, 93.00003341222717, 86.2038576498559, 89.31368318402099, 91.73820004985969]",3.0,False,8.0,3.5355339059327378,0.9999346733093262,0.8770741119055726
0,,sub_116,2024-07-18 15:43:23,3,distance,cathedral,numerosity_judgement,1,33,3,countries_forward,"['_Yemen_', '_Oman_', '_Britain_']","['m', 'm', 'f']","['p229', 'p307', 'p245']","[3, 8, 7]","[89.14911522239515, 92.0152836843556, 91.73820004985969]",5.0,False,8.0,2.6457513110645907,0.8749594688415527,0.6654295766655317
