,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_118,2024-07-26 14:07:47,3,distance,cathedral,numerosity_judgement,1,0,3,countries_forward,"['_Tonga_', '_Britain_', '_Yemen_']","['m', 'm', 'm']","['p307', 'p318', 'p229']","[6, 5, 7]","[91.58892582949886, 90.34149293193902, 91.73820004985969]",3.0,True,8.0,1.0,2.374936580657959,0.7812620587901487
0,,sub_118,2024-07-26 14:07:53,3,distance,cathedral,numerosity_judgement,1,1,4,countries_forward,"['_Belgium_', '_Cuba_', '_Congo_', '_Mali_']","['f', 'm', 'f', 'f']","['p248', 'p307', 'p268', 'p284']","[8, 7, 5, 1]","[92.0152836843556, 91.73820004985969, 90.34149293193902, 86.2038576498559]",4.0,True,7.25,3.095695936834452,4.187387228012085,0.759993190330269
0,,sub_118,2024-07-26 14:07:58,3,distance,cathedral,numerosity_judgement,1,2,6,countries_forward,"['_Syria_', '_Peru_', '_Congo_', '_Tonga_', '_Mali_', '_Yemen_']","['m', 'm', 'f', 'f', 'm', 'f']","['p307', 'p256', 'p268', 'p284', 'p229', 'p245']","[4, 9, 5, 7, 1, 2]","[89.31368318402099, 92.00610777531934, 90.34149293193902, 91.73820004985969, 86.2038576498559, 87.57049330475357]",6.0,True,6.666666666666667,3.011090610836324,2.9374213218688965,0.839223697650664
0,,sub_118,2024-07-26 14:08:03,3,distance,cathedral,numerosity_judgement,1,3,5,countries_forward,"['_Sudan_', '_Belgium_', '_Japan_', '_Peru_', '_Mali_']","['f', 'f', 'm', 'f', 'm']","['p284', 'p245', 'p318', 'p248', 'p229']","[6, 0, 5, 1, 4]","[91.58892582949886, 84.40078082039426, 90.34149293193902, 86.2038576498559, 89.31368318402099]",4.0,False,5.2,2.588435821108957,3.1873526573181152,0.95471569628873
0,,sub_118,2024-07-26 14:08:06,3,distance,cathedral,numerosity_judgement,1,4,2,countries_forward,"['_Britain_', '_Togo_']","['m', 'm']","['p318', 'p256']","[0, 2]","[84.40078082039426, 87.57049330475357]",2.0,True,3.0,1.4142135623730951,1.499953031539917,0.8527181931676314
0,,sub_118,2024-07-26 14:08:10,3,distance,cathedral,numerosity_judgement,1,5,3,countries_forward,"['_Mali_', '_Britain_', '_Togo_']","['f', 'm', 'm']","['p268', 'p256', 'p229']","[0, 6, 8]","[84.40078082039426, 91.58892582949886, 92.0152836843556]",4.0,False,6.666666666666667,4.163331998932266,2.1249382495880127,0.8759278175008512
0,,sub_118,2024-07-26 14:08:14,3,distance,cathedral,numerosity_judgement,1,6,6,countries_forward,"['_Peru_', '_Sudan_', '_Mali_', '_Tonga_', '_Togo_', '_Yemen_']","['m', 'f', 'm', 'f', 'm', 'f']","['p229', 'p268', 'p256', 'p248', 'p318', 'p284']","[0, 5, 3, 4, 6, 10]","[84.40078082039426, 90.34149293193902, 89.14911522239515, 89.31368318402099, 91.58892582949886, 93.00003341222717]",6.0,True,6.666666666666667,3.32665998663324,1.687455177307129,0.9118488253319714
0,,sub_118,2024-07-26 14:08:17,3,distance,cathedral,numerosity_judgement,1,7,2,countries_forward,"['_Cuba_', '_Tonga_']","['m', 'm']","['p307', 'p256']","[7, 2]","[91.73820004985969, 87.57049330475357]",2.0,True,6.5,3.5355339059327378,1.562457799911499,0.6708773124503462
0,,sub_118,2024-07-26 14:08:20,3,distance,cathedral,numerosity_judgement,1,8,4,countries_forward,"['_Togo_', '_Britain_', '_Oman_', '_Japan_']","['m', 'm', 'f', 'f']","['p229', 'p307', 'p245', 'p268']","[4, 6, 9, 2]","[89.31368318402099, 91.58892582949886, 92.00610777531934, 87.57049330475357]",3.0,False,7.25,2.9860788111948193,1.8124511241912842,0.8358756100329134
0,,sub_118,2024-07-26 14:08:24,3,distance,cathedral,numerosity_judgement,1,9,5,countries_forward,"['_Britain_', '_Tonga_', '_Peru_', '_Mali_', '_Congo_']","['m', 'f', 'f', 'm', 'f']","['p229', 'p284', 'p245', 'p318', 'p248']","[8, 4, 5, 7, 6]","[92.0152836843556, 89.31368318402099, 90.34149293193902, 91.73820004985969, 91.58892582949886]",5.0,True,8.0,1.5811388300841898,1.8749499320983887,0.8843831574168652
0,,sub_118,2024-07-26 14:08:27,3,distance,cathedral,numerosity_judgement,1,10,3,countries_forward,"['_Japan_', '_Oman_', '_Sudan_']","['f', 'm', 'f']","['p248', 'p229', 'p268']","[8, 2, 7]","[92.0152836843556, 87.57049330475357, 91.73820004985969]",3.0,True,7.666666666666667,3.2145502536643185,1.9374477863311768,0.9268868459879696
0,,sub_118,2024-07-26 14:08:31,3,distance,cathedral,numerosity_judgement,1,11,2,countries_forward,"['_Sudan_', '_Japan_']","['f', 'm']","['p268', 'p229']","[4, 2]","[89.31368318402099, 87.57049330475357]",2.0,True,5.0,1.4142135623730951,1.7500171661376953,0.9640562932697764
0,,sub_118,2024-07-26 14:08:34,3,distance,cathedral,numerosity_judgement,1,12,4,countries_forward,"['_Togo_', '_Yemen_', '_Congo_', '_Mali_']","['m', 'm', 'm', 'f']","['p229', 'p307', 'p318', 'p268']","[9, 3, 2, 0]","[92.00610777531934, 89.14911522239515, 87.57049330475357, 84.40078082039426]",3.0,False,5.5,3.872983346207417,1.8003511428833008,0.8521166723413914
0,,sub_118,2024-07-26 14:08:38,3,distance,cathedral,numerosity_judgement,1,13,6,countries_forward,"['_Mali_', '_Oman_', '_Britain_', '_Congo_', '_Belgium_', '_Tonga_']","['f', 'm', 'm', 'f', 'm', 'm']","['p248', 'p318', 'p229', 'p284', 'p307', 'p256']","[6, 0, 10, 9, 7, 5]","[91.58892582949886, 84.40078082039426, 93.00003341222717, 92.00610777531934, 91.73820004985969, 90.34149293193902]",5.0,False,8.166666666666666,3.5449494589721118,1.6249561309814453,0.7800817160367722
0,,sub_118,2024-07-26 14:08:41,3,distance,cathedral,numerosity_judgement,1,14,5,countries_forward,"['_Britain_', '_Yemen_', '_Belgium_', '_Sudan_', '_Congo_']","['f', 'f', 'm', 'm', 'f']","['p245', 'p248', 'p256', 'p307', 'p284']","[3, 4, 5, 6, 9]","[89.14911522239515, 89.31368318402099, 90.34149293193902, 91.58892582949886, 92.00610777531934]",6.0,False,7.4,2.3021728866442674,1.062471628189087,0.8297923050732039
0,,sub_118,2024-07-26 14:08:45,3,distance,cathedral,numerosity_judgement,1,15,3,countries_forward,"['_Mali_', '_Tonga_', '_Belgium_']","['m', 'm', 'f']","['p256', 'p307', 'p284']","[9, 10, 7]","[92.00610777531934, 93.00003341222717, 91.73820004985969]",3.0,True,10.666666666666666,1.5275252316519468,2.874980926513672,0.8353989331517422
0,,sub_118,2024-07-26 14:08:49,3,distance,cathedral,numerosity_judgement,1,16,6,countries_forward,"['_Congo_', '_Togo_', '_Tonga_', '_Cuba_', '_Britain_', '_Yemen_']","['m', 'f', 'f', 'm', 'f', 'm']","['p318', 'p268', 'p248', 'p307', 'p245', 'p256']","[9, 10, 8, 2, 6, 7]","[92.00610777531934, 93.00003341222717, 92.0152836843556, 87.57049330475357, 91.58892582949886, 91.73820004985969]",4.0,False,9.0,2.8284271247461903,1.8749492168426514,0.8016910679832028
0,,sub_118,2024-07-26 14:08:53,3,distance,cathedral,numerosity_judgement,1,17,4,countries_forward,"['_Peru_', '_Oman_', '_Britain_', '_Congo_']","['f', 'm', 'm', 'f']","['p245', 'p307', 'p318', 'p248']","[4, 5, 10, 2]","[89.31368318402099, 90.34149293193902, 93.00003341222717, 87.57049330475357]",3.0,False,7.25,3.4034296427770228,2.1249427795410156,0.7106798320281467
0,,sub_118,2024-07-26 14:08:56,3,distance,cathedral,numerosity_judgement,1,18,2,countries_forward,"['_Sudan_', '_Togo_']","['f', 'm']","['p268', 'p318']","[7, 5]","[91.73820004985969, 90.34149293193902]",2.0,True,8.0,1.4142135623730951,1.499962329864502,0.9477357848144364
0,,sub_118,2024-07-26 14:09:00,3,distance,cathedral,numerosity_judgement,1,19,5,countries_forward,"['_Oman_', '_Cuba_', '_Togo_', '_Yemen_', '_Congo_']","['f', 'f', 'm', 'm', 'm']","['p284', 'p268', 'p307', 'p256', 'p318']","[1, 10, 4, 3, 7]","[86.2038576498559, 93.00003341222717, 89.31368318402099, 89.14911522239515, 91.73820004985969]",5.0,True,7.0,3.5355339059327378,1.9374468326568604,0.6794347974123255
0,,sub_118,2024-07-26 14:09:05,3,distance,cathedral,numerosity_judgement,1,20,3,countries_forward,"['_Sudan_', '_Britain_', '_Congo_']","['m', 'f', 'f']","['p318', 'p268', 'p248']","[2, 7, 4]","[87.57049330475357, 91.73820004985969, 89.31368318402099]",4.0,False,6.333333333333333,2.516611478423583,3.1874146461486816,0.8287254568153445
0,,sub_118,2024-07-26 14:09:08,3,distance,cathedral,numerosity_judgement,1,21,5,countries_forward,"['_Yemen_', '_Mali_', '_Peru_', '_Congo_', '_Oman_']","['f', 'm', 'm', 'm', 'm']","['p248', 'p229', 'p318', 'p307', 'p256']","[2, 5, 7, 0, 4]","[87.57049330475357, 90.34149293193902, 91.73820004985969, 84.40078082039426, 89.31368318402099]",4.0,False,5.6,2.701851217221259,1.8124511241912842,0.7424923391215527
0,,sub_118,2024-07-26 14:09:13,3,distance,cathedral,numerosity_judgement,1,22,6,countries_forward,"['_Togo_', '_Oman_', '_Peru_', '_Syria_', '_Tonga_', '_Congo_']","['f', 'm', 'f', 'f', 'm', 'm']","['p268', 'p229', 'p245', 'p284', 'p307', 'p256']","[0, 4, 3, 1, 5, 7]","[84.40078082039426, 89.31368318402099, 89.14911522239515, 86.2038576498559, 90.34149293193902, 91.73820004985969]",3.0,False,5.333333333333333,2.581988897471611,2.437406301498413,0.7519123822494609
0,,sub_118,2024-07-26 14:09:17,3,distance,cathedral,numerosity_judgement,1,23,4,countries_forward,"['_Peru_', '_Sudan_', '_Tonga_', '_Yemen_']","['m', 'm', 'm', 'f']","['p307', 'p229', 'p318', 'p284']","[1, 10, 5, 7]","[86.2038576498559, 93.00003341222717, 90.34149293193902, 91.73820004985969]",4.0,True,7.75,3.774917217635375,1.9999468326568604,0.901010101010101
0,,sub_118,2024-07-26 14:09:20,3,distance,cathedral,numerosity_judgement,1,24,2,countries_forward,"['_Peru_', '_Cuba_']","['m', 'm']","['p318', 'p256']","[8, 10]","[92.0152836843556, 93.00003341222717]",2.0,True,11.0,1.4142135623730951,1.4999594688415527,0.7349336057201226
0,,sub_118,2024-07-26 14:09:23,3,distance,cathedral,numerosity_judgement,1,25,3,countries_forward,"['_Oman_', '_Yemen_', '_Congo_']","['m', 'm', 'f']","['p307', 'p229', 'p284']","[5, 10, 6]","[90.34149293193902, 93.00003341222717, 91.58892582949886]",2.0,False,9.0,2.6457513110645907,2.187441349029541,0.7275678129610714
0,,sub_118,2024-07-26 14:09:27,3,distance,cathedral,numerosity_judgement,1,26,2,countries_forward,"['_Togo_', '_Britain_']","['f', 'f']","['p268', 'p245']","[6, 7]","[91.58892582949886, 91.73820004985969]",2.0,True,8.5,0.7071067811865476,2.062445878982544,0.8033480876177506
0,,sub_118,2024-07-26 14:09:32,3,distance,cathedral,numerosity_judgement,1,27,4,countries_forward,"['_Congo_', '_Oman_', '_Peru_', '_Yemen_']","['m', 'm', 'f', 'f']","['p307', 'p229', 'p284', 'p248']","[3, 10, 2, 6]","[89.14911522239515, 93.00003341222717, 87.57049330475357, 91.58892582949886]",3.0,False,7.25,3.593976442141304,2.9374213218688965,0.672829417773238
0,,sub_118,2024-07-26 14:09:36,3,distance,cathedral,numerosity_judgement,1,28,6,countries_forward,"['_Mali_', '_Japan_', '_Yemen_', '_Tonga_', '_Togo_', '_Sudan_']","['f', 'm', 'm', 'm', 'f', 'f']","['p284', 'p318', 'p229', 'p307', 'p245', 'p268']","[9, 2, 8, 0, 4, 6]","[92.00610777531934, 87.57049330475357, 92.0152836843556, 84.40078082039426, 89.31368318402099, 91.58892582949886]",3.0,False,6.833333333333333,3.488074922742725,1.9374477863311768,0.965645216207014
0,,sub_118,2024-07-26 14:09:39,3,distance,cathedral,numerosity_judgement,1,29,5,countries_forward,"['_Togo_', '_Yemen_', '_Peru_', '_Belgium_', '_Congo_']","['m', 'f', 'm', 'f', 'f']","['p307', 'p284', 'p256', 'p268', 'p248']","[1, 7, 6, 3, 5]","[86.2038576498559, 91.73820004985969, 91.58892582949886, 89.14911522239515, 90.34149293193902]",4.0,False,6.4,2.4083189157584592,1.9374475479125977,0.7903302689819544
